"","data","Overall","north_east","north","west","capital","south_east","south","east","badakhshan","balkh_province","badghis","baghlan","bamyan_province","farah","faryab","ghor","ghazni_province","herat","helmand","jawzjan","kabul_province","kandahar_province","kunduz_province","kunar","khost","laghman","logar","nangarhar","nuristan","paktya","paktika","samangan","sar_e_pul_province","takhar","uruzgan","maidan_wardak","faiz_abad_badakhshan","baharak_badakhshan","yaftal_e_sufla","yawan","argo","kohestan_badakhshan","keshem","jorm","nahr_e_shahi","mazar_e_sharif","dehdadi","sholgareh","zari","balkh","chemtal","qala_e_naw","muqur_badghis","jawand","ab_kamari","pul_e_khumri","doshi","burka","baghlan_e_jadid","nahrin","bamyan","bala_buluk","qala_e_kah","maymana","feroz_koh","dawlatyar","shahrak","deh_yak","andar","ghazni","muqur_ghazni","giro","qarabagh","waghaz","hirat","injil","guzara","lashkargah","nahr_e_saraj","sheberghan","aqcha","kabul","bagrami","deh_sabz","paghman","kandahar","daman","maywand","arghandab","zheray","dand","panjwayi","spin_boldak","kunduz","chawkay","asad_abad","watapur","shigal","bar_kunar","dara_e_pech","sar_kani","marawara","narang","khas_kunar","nurgal","ghazi_abad","nari","dangam","chapa_dara","matun","mandozayi","gurbuz","tani","terezayi","qalandar","mehtarlam","qarghayi","pul_e_alam","surkh_rod","rodat","jalalabad","behsud","bati_kot","chaparhar","khogyani","achin","nazyan","dur_baba","deh_bala","kama","shinwar","pachir_wa_agam","wama","barg_e_matal","waygal","parun","kamdesh","mandol","nurgaram","gardez","shawak","sayed_karam","samkani","ahmadaba","dand_wa_patan","ziruk","sharan","mata_khan","urgun","barmal","surobi_paktika","zarghun_shahr","yosuf_khel","aybak","hazrat_e_sultan","dara_e_suf_e_bala","dara_e_suf_e_payin","sar_e_pul","taloqan","yangi_qala","bangi","baharak","tirinkot","maydan_shahr","nerkh","dawlatabad_balkh","karukh","muhmand_dara","duab","secure_tenure","insecure_tenure","service_inaccess","service_access","adequate_shelter","inadequate_shelter","less_5years","over_5years","mixed_popn","seperate_popn","recent_return","no_recent_return","suburb_location","rural_location","urban_location","small_site","large_site"
"817","no_document","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","NaN","NaN","0","0","0","0","NaN","0","NaN","NaN","0","NaN","NaN","NaN","0","0","0","0","NaN","0","0","NaN","NaN","NaN","0","NaN","NaN","0","0","0","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","0","0","0","0","0","NaN","0","0","NaN","0","NaN","NaN","0","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","0","0","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","0","0","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"819","unsafe","80.3921568627451","85.7142857142857","58.3333333333333","100","75","100","100","100","100","57.1428571428571","NaN","77.7777777777778","NaN","100","NaN","100","100","NaN","NaN","0","75","100","75","NaN","100","NaN","NaN","100","NaN","NaN","NaN","0","100","100","100","NaN","100","100","NaN","NaN","NaN","100","NaN","NaN","25","100","100","NaN","NaN","100","NaN","NaN","NaN","NaN","NaN","100","0","100","50","100","NaN","100","100","NaN","100","NaN","NaN","100","NaN","100","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","71.4285714285714","100","NaN","NaN","100","NaN","NaN","NaN","NaN","NaN","NaN","NaN","75","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","100","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","100","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","100","100","NaN","NaN","NaN","100","NaN","NaN","NaN","NaN","NaN","NaN","75","89.4736842105263","80.5555555555556","80","80","83.3333333333333","77.7777777777778","80.9523809523809","85.7142857142857","55.5555555555556","75","76.4705882352941","86.6666666666667","83.3333333333333","75","83.7209302325581","62.5"
"821","debt","5.88235294117647","9.52380952380952","0","33.3333333333333","0","0","0","0","20","0","NaN","0","NaN","50","NaN","0","0","NaN","NaN","0","0","0","25","NaN","0","NaN","NaN","0","NaN","NaN","NaN","0","0","0","0","NaN","50","0","NaN","NaN","NaN","0","NaN","NaN","0","0","0","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","0","0","0","0","0","NaN","100","0","NaN","0","NaN","NaN","0","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","0","0","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","25","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","0","0","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","6.25","5.26315789473684","8.33333333333333","0","4.44444444444444","16.6666666666667","11.1111111111111","4.76190476190476","7.14285714285714","0","0","0","6.66666666666667","8.33333333333333","4.16666666666667","6.97674418604651","0"
"823","other","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","NaN","NaN","0","0","0","0","NaN","0","NaN","NaN","0","NaN","NaN","NaN","0","0","0","0","NaN","0","0","NaN","NaN","NaN","0","NaN","NaN","0","0","0","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","0","0","0","0","0","NaN","0","0","NaN","0","NaN","NaN","0","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","0","0","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","0","0","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"824","move_free_f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"825","yes","86.84","79.78","93.75","84.44","81.11","80.68","76","99.53","85.37","90.91","90.91","85.54","100","33.33","97.67","72.73","73.33","95","66.67","97.06","77.92","77.87","62.82","100","85.71","100","100","100","94.44","75","80","92.86","94.03","88.57","75","100","86.67","84.21","100","100","100","0","100","100","90.74","90.91","92.86","100","100","66.67","100","83.33","100","100","100","88.89","83.33","71.43","85.71","50","100","50","0","97.67","66.67","100","100","0","50","75","100","100","100","100","100","90.91","100","93.75","12.5","96.97","100","78.69","76.92","50","100","85.71","75","80","27.27","69.23","100","88.89","100","62.82","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","80","87.5","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","50","100","100","100","100","100","77.78","100","100","66.67","100","0","100","100","100","100","0","0","100","100","96.88","90.48","50","100","94.03","86.67","100","100","100","75","100","100","100","100","100","100","87.48","85.68","85.78","89.97","86.94","85.23","79.02","87.92","85.75","89.74","90.34","92.04","86.23","89.41","85.66","86.13","91.33"
"826","no","11.33","15.44","5.9","13.33","18.89","17.05","22","0","14.63","9.09","0","14.46","0","66.67","0","27.27","20","5","33.33","2.94","22.08","19.67","20.51","0","11.9","0","0","0","0","25","20","7.14","5.97","11.43","25","0","13.33","15.79","0","0","0","100","0","0","9.26","9.09","7.14","0","0","33.33","0","0","0","0","0","11.11","16.67","28.57","14.29","50","0","50","100","0","33.33","0","0","100","0","25","0","0","0","0","0","9.09","0","6.25","87.5","3.03","0","21.31","23.08","50","0","14.29","18.75","20","72.73","15.38","0","11.11","0","20.51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.22","0","0","33.33","0","100","0","0","0","0","100","100","0","0","3.12","9.52","50","0","5.97","13.33","0","0","0","25","0","0","0","0","0","0","10.12","13.54","12.12","9","11.16","13.64","19.58","10.18","11.86","9.94","9.66","7.37","12.15","9.97","11.74","11.86","8"
"827","dont_know","1.83","4.78","0.35","2.22","0","2.27","2","0.47","0","0","9.09","0","0","0","2.33","0","6.67","0","0","0","0","2.46","16.67","0","2.38","0","0","0","5.56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.67","0","0","0","0","0","0","0","0","0","0","0","2.33","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.25","0","0","15.38","0","0","0","16.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4","0.78","2.1","1.04","1.89","1.14","1.4","1.9","2.4","0.32","0","0.59","1.62","0.62","2.59","2.01","0.67"
"828","move_why_f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"829","harrass","21.5384615384615","2.38095238095238","17.6470588235294","0","35.2941176470588","13.3333333333333","48.4848484848485","NaN","16.6666666666667","25","NaN","0","NaN","0","NaN","0","0","0","87.5","0","35.2941176470588","37.5","0","NaN","20","NaN","NaN","NaN","NaN","25","0","25","0","0","0","NaN","50","0","NaN","NaN","NaN","0","NaN","NaN","40","0","0","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","0","0","0","0","0","NaN","0","0","NaN","0","NaN","NaN","0","NaN","0","NaN","NaN","NaN","NaN","NaN","0","NaN","100","85.7142857142857","0","NaN","46.1538461538462","0","0","NaN","37.5","0","0","75","0","NaN","0","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","25","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","50","NaN","NaN","0","NaN","0","NaN","NaN","NaN","NaN","0","0","NaN","NaN","0","0","100","NaN","0","0","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","21.0526315789474","19.2307692307692","22.1153846153846","19.2307692307692","20.3389830508475","33.3333333333333","35.7142857142857","17.6470588235294","18.1818181818182","32.258064516129","42.8571428571429","12","13.3333333333333","21.875","25","22.0338983050847","16.6666666666667"
"831","culture_barrier","33.0769230769231","7.14285714285714","23.5294117647059","0","29.4117647058824","66.6666666666667","63.6363636363636","NaN","0","0","NaN","16.6666666666667","NaN","0","NaN","0","33.3333333333333","0","100","0","29.4117647058824","54.1666666666667","6.25","NaN","80","NaN","NaN","NaN","NaN","50","100","100","0","0","0","NaN","0","0","NaN","NaN","NaN","0","NaN","NaN","0","0","0","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","16.6666666666667","0","50","0","0","NaN","0","0","NaN","0","NaN","NaN","0","NaN","50","NaN","NaN","NaN","NaN","NaN","0","NaN","100","100","0","NaN","30.7692307692308","33.3333333333333","0","NaN","75","0","0","87.5","0","NaN","0","NaN","6.25","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","75","100","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","100","NaN","NaN","0","NaN","0","NaN","NaN","NaN","NaN","100","100","NaN","NaN","100","100","100","NaN","0","0","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","23.6842105263158","44.2307692307692","33.6538461538462","30.7692307692308","33.0508474576271","33.3333333333333","46.4285714285714","29.4117647058824","31.3131313131313","38.7096774193548","57.1428571428571","12","23.3333333333333","43.75","32.3529411764706","36.4406779661017","0"
"833","covid","42.3076923076923","28.5714285714286","47.0588235294118","0","58.8235294117647","26.6666666666667","63.6363636363636","NaN","33.3333333333333","87.5","NaN","16.6666666666667","NaN","0","NaN","0","0","0","87.5","100","58.8235294117647","58.3333333333333","50","NaN","0","NaN","NaN","NaN","NaN","100","0","0","0","0","0","NaN","0","66.6666666666667","NaN","NaN","NaN","0","NaN","NaN","100","100","100","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","0","0","0","50","100","NaN","0","0","NaN","0","NaN","NaN","0","NaN","0","NaN","NaN","NaN","NaN","NaN","0","NaN","100","85.7142857142857","100","NaN","61.5384615384615","33.3333333333333","100","NaN","50","100","100","25","100","NaN","100","NaN","50","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","100","NaN","NaN","100","NaN","100","NaN","NaN","NaN","NaN","0","0","NaN","NaN","0","0","0","NaN","0","0","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","44.7368421052632","36.5384615384615","45.1923076923077","30.7692307692308","41.5254237288136","50","50","40.1960784313725","38.3838383838384","54.8387096774194","46.4285714285714","32","40","31.25","48.5294117647059","41.5254237288136","50"
"835","no_document","0","0","0","0","0","0","0","NaN","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","NaN","0","NaN","NaN","NaN","NaN","0","0","0","0","0","0","NaN","0","0","NaN","NaN","NaN","0","NaN","NaN","0","0","0","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","0","0","0","0","0","NaN","0","0","NaN","0","NaN","NaN","0","NaN","0","NaN","NaN","NaN","NaN","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","NaN","0","NaN","0","NaN","NaN","NaN","NaN","0","0","NaN","NaN","0","0","0","NaN","0","0","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"837","unsafe","54.6153846153846","88.0952380952381","47.0588235294118","100","23.5294117647059","46.6666666666667","27.2727272727273","NaN","100","50","NaN","83.3333333333333","NaN","100","NaN","100","100","100","12.5","0","23.5294117647059","29.1666666666667","81.25","NaN","40","NaN","NaN","NaN","NaN","25","33.3333333333333","0","100","100","100","NaN","100","100","NaN","NaN","NaN","100","NaN","NaN","40","0","100","NaN","NaN","100","NaN","NaN","NaN","NaN","NaN","83.3333333333333","100","100","50","100","NaN","100","100","NaN","100","NaN","NaN","100","NaN","100","NaN","NaN","NaN","NaN","NaN","100","NaN","0","14.2857142857143","0","NaN","15.3846153846154","66.6666666666667","0","NaN","37.5","0","0","37.5","0","NaN","100","NaN","81.25","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","50","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","NaN","100","NaN","0","NaN","NaN","NaN","NaN","0","100","NaN","NaN","0","0","0","NaN","100","100","NaN","NaN","NaN","100","NaN","NaN","NaN","NaN","NaN","NaN","51.3157894736842","59.6153846153846","54.8076923076923","53.8461538461538","56.7796610169492","33.3333333333333","57.1428571428571","53.921568627451","57.5757575757576","45.1612903225806","46.4285714285714","64","76.6666666666667","59.375","42.6470588235294","53.3898305084746","66.6666666666667"
"839","debt","1.53846153846154","0","0","0","0","13.3333333333333","0","NaN","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","NaN","0","NaN","NaN","NaN","NaN","0","66.6666666666667","0","0","0","0","NaN","0","0","NaN","NaN","NaN","0","NaN","NaN","0","0","0","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","0","0","0","0","0","NaN","0","0","NaN","0","NaN","NaN","0","NaN","0","NaN","NaN","NaN","NaN","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","NaN","0","NaN","0","NaN","NaN","NaN","NaN","100","0","NaN","NaN","0","0","0","NaN","0","0","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","1.31578947368421","1.92307692307692","0","7.69230769230769","1.69491525423729","0","0","1.96078431372549","2.02020202020202","0","3.57142857142857","0","3.33333333333333","3.125","0","1.69491525423729","0"
"841","other","0","0","0","0","0","0","0","NaN","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","NaN","0","NaN","NaN","NaN","NaN","0","0","0","0","0","0","NaN","0","0","NaN","NaN","NaN","0","NaN","NaN","0","0","0","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","0","0","0","0","0","NaN","0","0","NaN","0","NaN","NaN","0","NaN","0","NaN","NaN","NaN","NaN","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","NaN","NaN","0","NaN","0","NaN","NaN","NaN","NaN","0","0","NaN","NaN","0","0","0","NaN","0","0","NaN","NaN","NaN","0","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"842","host_relation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
